Customer Review Final,Emotion Encoded
beli paket standnyajadinya sampe kupang ntt krn buru free ongkir wkwk kain emg tipe kasar tangan cocok dipake green screen krn ga gampang robek n kotor pake rekam video ngejreng pas kalo beli standnya lupa beli jepit,2
green screen nyampe bahan tebal ntah positiveie bag yg bagus warna hijau cerah oke green screen,2
barang kirim mantapp bahan tebal tahan air cocok utk air seller fast respon thx u,3
lumayan ckup bgus sesuai hrga ya agk tipis yg hitam tp bgus moga gk rembes dpake hujan,2
kualitas mantap kotor gores tp udah uji coba aman kirim cepat ga nunggu pokok best recomend,3
kualitas barang sesuai harga bagus bagi pasang kepala pegang ponsel yg tekan kepala mur,2
tripod kualitas produk sesuai deskripsi packingnya aman sayanggak tau tengah gak pasanggak ngait aluminium lepas gak nahan beban hppaling bs lem dlu bru pakaithanks tokopedia toko yg terkaitsmga lancar usaha overall bgs,2
bagus tripod kokoh emas aman rapih pokok seneeeeeng bgt makasih tokopedia,2
lumayan guna cuman bayar ongkir ribu kirim cepet kualitas harga hp oke ga angin kenceng material harga nya dslr gak rekomen,1
diterimapackingnya rapihtebal bungkus double buble warpingjd aman isinyasellernya fast respon fast deliverypositive job mksh agan sellernya abang kurir yg ramah,2
respon admin oke ekspedisi kurir aman packing ergonomis selamat tuju minus banding barang sesuai foto testi harga barang sesuai baterai normal ya gan,2
packing bagus reson jual cepat baterai coba fungsi normal ngerekam video tibatiba ngedrop auto kamera mati cas moga normal,2
kirim cepat packaging oke seller ramah recommended sih udah berkalikali beli kualitas oke mantapp min tingkat,3
seret kalo padu produk original pake kuat masuk overall puas produk bahan finishing bagus haturnuhun,2
barang waktuaman rapihmantap gan dapet bonus lagithe bast pokok wajib blanja olshop boz makasih barang,3
produk kemas rapi kedap sesuai deskripsi cacat harga produk yg tawar wajar response seller cepat kirim relatif cepat terima kasih sukses,2
kemas bubble wrap rapih kardus penyok arm bracketnya langsung dipasangtripodnya kokoh produk sesuai,2
pro harga kaget flash sale respon seller cepat dlm proses konstruksi nya logam kecuali mic holder con base plate tipis baut ball head presisi gantimodif baut konektor arm uk xtpi bkn jd compactible holder hp jd kl hp berat suka jatuh posisi hadap,2
packing kemas aman order sesuai terima komplit terima kasih moga batere awet,2
udah tes baterai compatibel ane pake dslr d,2
mantap barang ga kecewa sumpah sony a ku awet jg btrenya btre ori,2
mantap harga kualitas banding worth it battery ori nya btw beda durasi battery ny cm beda bas menit tp harga beda ratus ribu mending pake battery powerextra tp beli,2
nanti barang udah cek kondisi baterai aman charger aman all safe terima kasih,2
plastik tebal desain liat kokoh langsung pakai utk zoom hape stabil mudah awet,2
sesuai harga yg layan cepat yg dropshiper bantu terima kasih ka,2
kain tebel murah manfaat utk tutup latar zoom meeting kirim cepat makasih,2
luarbiasaaa udh x beli toko jual ngerti butuh sy butuh urgent minggu dihandle pdhl hrsnya libur pake sameday tp nyampenya ekspress jaksel bekas puji tuhan thanks so much seller kurir sameday gbu,3
mantap hijau terang cuman sayang kelipet kotak kotak gatau ngelurusinnya gimana setrika kayak lengket,2
sekian kali sen green screen puas layan produk,3
seller ramah kirim cepat barang mantap positive banget toko,2
kecewa toko pokok urus videografi fotografi senang belanja,2
flash yg simple atur harga jangkau mula oke sayang pro hehehe,2
kamera bagus banget kirim cepat jual ramah banget suka banget belanja,3
kamera fungsi kualitas gambar sesuai harga ya kamera anak jenis sayang kabel kotor bekas coba bersih,2
jkt bdg cmn butuh semalem packing nya mntp pack nya rapi kgak d lecet suara nya enak bet rekam fingerstyle akustik gatau dah mntp pokok,2
proses kemaskirim lumayan cpt packaging bubble wrap tipis jakarta aman dus penyok kualitas barang aman fungsi compatoble dg cam iphone apps tambah dengar hasil rekam copot mic,2
barang original cek asli coba fungsi kirim pos indonesia gilaaaa cepet nya ampun dah gak obat beli sabtu sampe purwokerto minggu gilaaaaa cooooy wow luar ekspetasi fitur fungsi produk sesuai deskripsi suara bagus jernih,2
alhamdulillah barang tgl isi dus instruction manual book kartu garansi stiker boya tas boya perangkat mic batereinya jack adaptor kayak koneksi amplifier,2
kualitas produk bagus butuh ngecharge hubung lampu cahaya ga rata pakai ringlight okay ringkes bawa mana,2
puas banget barang sesuai harap kualitas bahan bagus kokohresponse jual cepat terima kasih gansukses ya,2
sblmnya maaf boxnya gasempet foto packingnya rapih bre pakai bubble wrap tpi tebel aman guncang bentur isi kokoh harga udah murah layan baik sellernya gila sih pokok juara sih build nya kokoh besi kontrol sulit btw krn control siku dh biasa sih enak aja,2
tripod mantap pakai sesuai butuh ygbsederhana taro hp kamera suting foto sederhana mumpuni banget budget fits the function keren,2
tripod sturdy ringan manual seller fast response,2
kualitas bagus kakikaki tripod kuat bahan tas bagus tebal mudah sobek,2
sip barang sesuai bahan spundbond sen dpt ukur cmcm yg sobek overall positive thanks impodio,2
harga segitu kualitas spundbondnya uda bagus packingnya rapi g sampe kusut kain,2
produk sesuai deskripsi lipat mudah hilang setrika jdnya kliatan lipat foto,2
pesan sesuai warna cuman bahan tipis banget ya pakai foto tembus kualitas sesuai harga sih,2
barang sesuai kualitas oke rekomendasi seller ni,3
lucu bgt warna recommended harga murah ngga murah next order,3
barang dah sampe suka banget barang nya kurir ramah,2
murah banget kualitas bagus nyaman dipake,2
terima bom tau kwalitasnya moga awet en bener bagus thks alls,2
lumayan bagus isi bahanny karet lentur banget pas banget tangan,2
barang sesuai packing aman cepat,2
baguss sukaa bgttt next order,3
bahan jepit bagus awet dipake gak mudah rusak,2
udah beli awet tahan gak gampang rusak beli ilang ato dipinjem gak dibalikin,3
sdh order harga murah emas super aman yg rusak sy terima,3
bagus kencang sayang patah,2
barang bagus banget kak tahan jg,2
warna lucu lembut kulit proses pesan cepat,2
gampang pakai lembut kulit proses pesan cepat jual ramah banget warna lucu barang awet respon jual top packaging aman packaging rapi,2
warna lucu lembut kulit gampang pakai langgan bner puas dg layan barang ori bagus sucses yaa,2
warna lucu barang sesuai cepat,2
barang sesuai deskripsi kirim sesuai harap terima kasih,2
ok,2
tekstur keras hasil awet beneran waterproof gampang pakai gampang dibawabawa proses pesan cepat jual ramah banget packaging aman packaging rapi respon jual top,2
gampang dibawabawa hasil awet packaging aman gampang pakai,2
tekstur creamy gampang pakai packaging aman,2
gampang pakai gampang dibawabawa packaging aman,2
tekstur keras hasil tebal gampang pakai gampang dibawabawa packaging aman proses pesan cepat,2
gampang pakai packaging aman proses pesan cepat gampang dibawabawa syg pas nyampe buka udh patah,2
doang ngerasa gimaba warna ga out as much i expected overall i loved it,2
warna softbaguus sukaaa harga jangkau ganti warna kuku,2
warna cantikbaunya sengat harga jangkau kirim cepat packing aman,2
luar ekspektasi banget yg beli drugstore dgn harga rb huhu serius iseng beli gegara bnyk review yg blg bagus harga rb klo ga cocok ga sakit hati ga tau bagusss cepet kering ga gumpal,2
lom cobatp nya warna bagus kirim standar packing rapi tks,2
respon chat cepatrecomended sellerpacking rapi,3
sesuai pesan,2
kirim cepat packaging rapih prodak ok,2
packagingnya rapi aman harga ok bagus sesuai dekripsi,2
bagus kuteknya kirim respon jual okey nyesel pesan next time order thx,3
kualitas sesuai harga,2
proses pesan cepat packaging aman packaging rapi hasil matte aplikator mudah pakai thank youbeli lg ah warna,2
kirim lumayan cepetttt proses paking bagusss pake dus harga pas lg promooo respon cepetttaplikator mudah pakai desain mewah,2
kirim cepat bgtmantap sukses yaaa,2
aplikator mudah pakai hasil tahan hasil matte desain mewah nggak cepat pudar nggak bikin bibir kering packaging aman proses pesan cepat packaging rapi respon jual top,2
hasil tahan desain mewah,2
bagus banget hasil matte ga kering bibir kulit gelap cocok coba pake masker ga nyeplak lipstik sayang warnya merah nyala banding lipcream matte yg impulse overall oke kalo make over keluarin warna merah nyala order,2
hasil tahan hasil matte nggak cepat pudar packaging aman proses pesan cepat,2
hasil tahan proses pesan cepat packaging rapi respon jual top,2
original emas kirim standar siiiipplll,2
thankyou madame gie barang sesuai pesan suka,2
murah riah jd lgsg beli ccok nih yg bibir nya kering kya lumayan pelembab bibir ga mahal,2
neng bgt nyampe nya cepettttttttt,2
puasssssssssssssssssssssssss,2
oke barang ny lumayan sesuai dgn harga,2
salah kirim barang bantu retur retur barang yg kirim rusak retak isi eye shadow nya tunggu utk retur moga bantu utk retur,1
barang sesuai pesan mohon data barang cermat,1
barang hilang ekspedisi aja beli pas harga promo beli udah harga normal huhuu,4
sedih ga dapet gratis padhl yg pd dapet,4
yg kuas angkat patah lepas brushnya nyemplung mohon cek sblm kirim,1
expirednya bentar,4
kirim lamaaaaaaaaaaa banget minggu,4
kecewa udah batal pesan produk aja kirim gak ribet admin terima pesan langsung kemas big no kelas official store poin plus produk yg kirim sesuai pes,4
barang sampenya box terima kondisi rusak kado,4
status pesan selesai dati kemarin sore produk terima,4
barang ga tp pesan selesai otomatis,4
kw kirim brg bekas rusak tdk terima komplain kapok bgt ga bkl lnja lg dsni,0
pesan yg eyeliner putih yg dateng yg itemmm hmmmmm tolong teliti,1
jujur kecewa yg kirim bukam choco brown yg kirim sunny gold,4
kirim expired barang ganti tp expired nya mepet jarak tanggal expired cek kirim beli,1
lengkap eyeliner milky white nya,4
sen white silver yg kirim white red kecewa ga sesuai pesan,4
seller tanggung,0
kalo kirim baca note nya dongmasa nya kirim warna samatrus fungsi catat,0
orgdapet barang nya bgstapi dapet yg patah,4
rak pecah packingnya gak aman,4
packingnya kardus aja laci yg pecah,4
pilih varian hitam yg kirim putih ya kalo habis komunikasi kpda buyer fitur chat jgn kirim aja komplen males ribet,0
gambar nyata kaya main bingung maka pakai tanggung sekli kecuali naro benang pungsi nyesel banget beli kotak,0
sen warna putih loh yg dateng item,4
luar expektasi ukur super mini beda box kontener yg pasar yg tingkt cma space atas kelebihanya ukur lebar jengkal jempol jari jari harg lumayan mahal,0
deskripsi produk gr tp real yg terima gr,1
sesuai udh belanjaa rb an nggak free gift yg sesuai halaman utama,1
gak segel packing produk nya segel info admin seller chat produk segel info nya klaim admin jual original cantum deskripsi beli tau layak pilih nya kulit wajah nya,1
coba kirim,0
kirim untung video unbox proses komplain nya barang bagus tp layan toko jelek,4
kirim,4
niat sihh dibonusin creative planting kit tp kayak ga dipikirin matang ngemasnya gimana biar ga beranta box nya alhasil barang yg sen kotor kena tumpah pasir,4
pesan udh selesai orang barang terima aju komplain nungguin sampe saiki ga dpt barang nilai barang kecewa berat deh,0
sesuai dgn promonya sy terima buka yg,1
pake masker nya kulit alergi ampe merah bengkak bingung gimana,4
beli kali kecewa banget segel buka masker crumpled beli yg hitam ga liat beneran masker bukansudah kotor,4
masker yg jahitanlemnya lepas,1
pas wajah kaya atas gitu karet sakit,1
sen putih yg hitam gilir sy balikin sih tukar sm yg putih ongkir gak tanggung jg boong blg salah mmg,0
kualitas turun sambung mudah sobek,1
ga tau dmn kendala tp barang sampe rumah bgt molor hr dr estimasi,0
kemas pakai plastik mudah mangap rawan bocor banding harga,1
emas lambat banget kirim lamaaaaaa,0
barang bocor botol kosong kardus bubble wrap utuh tutup botol segel jual dalih salah ekspedisi klaim asuransi lengkap minta asuransi upload ktp foto produk video klaim todak tuju dana terus jual kecewa kelas official store servis,4
packing kardusnyasperti udh buka gk rapih,4
yg beli yg twin pack varian yg sih isi penuh yg isi bgt tepos kyk rangin gitu kirim yg segel plastik yg parah sih,0
barang proses aju batal salah barang alhasil cocok jerawat pake produk,1
ko ga bantu jerawat nambah,4
parah sekalipengiriman barang kurangmasih gak percaya konsumenmalas belanja lagiwalaupun hadiah freepercuma yg free gak kirim,0
kualitas barang kecewa tampak nama onemed,4
pesan box segel plastik buah segel maksud ya beda higenitas masker,1
tali ud putus dimasukin,0
knp skrg proses order banget,0
bau nya ganggu,0
tipis masker medis kenal,4
aroma aneh lemongrass yg beli,4
wangi ga sesuai harap kaya bau ikan teri,0
aroma bikin pusing mual,0
wangi amis tdk merk,0
ga aroma,0
suka wangi lemon grass panas hirup,4
kualitas aroma sesuai ekspektasi,4
proses,0
saran jual cek barang yg kirim barang yg gak sesuai dikirimmakan,1
botol pecah paking zonk bgt,0
foto botol pecah barang pecah kirim toko nya kirim ganti barang uang,0
kecewaaaaaaabotol pecah ngenes bangeett,4
pesan imboost kids syrup tp yg kirim tablet hisap kirim very negative service,0
kirim barang yg kirim salah maaf nggak barang terima barang kirim ongkir nggak tanggung official store koq layan kaya bikin kecewa banget,4
kecewa krn barang dlm box buka pecah botol pecah bagi isi tdk yg sisa,4
kirim teliti barang kirim buang,0
lambreta lamaa banget ga rekomen mending beli store officialny parah layan senin malam order rabu sore,0
kirim lambat sampe dana kembali jual info kalo barang tdk uang kembali samoe skr ga aksi parah,0
kalo malas macking daftar tokocabang aja bro biar konsumen puas gak bayar pegawai handle emas barang packing jelek bgt,0
kirim layan pdhl officiall store,0
pakai efek tdk sy pakai flimty sebelumnyagak asli kenapakalau alas knp,1
kecewaaa,4
bau parfum coffeenya enak alat nya baret,1
smart schedule nya ga nyala aplikasi nya failed,4
ga efek buang duit mending beli parfum smprot,0
barang yg kirim ga remote nya ga lg belanja toko teliti,0
wangi enaktidak isi ulang nya,4
minggu packing alas overload minggu loh mingguuuuu,0
wangi enak,1
jujur lumayan kecewa banget claim wangi mint eucalyptus bayang wangi kyk minyak kayu putih gitu pas bener ga wangi mint eucalyptusnya mmng idung ak salah cium wangi bikin eneg pusing nyegerin kayak muak kayu putih ga dapet free pouch,4
aroma bikin pusing,4
aroma nya tipis,4
belanja ribut lokasi hancur beli seller tanggung serah asuransi spt pd screenshoot terima uda raba kemas hancur kembali langsung kurir komplain jawab spt pd screenshoot asuransi ribetnya tuh klaim asuransi,0
ga sesuai pesan,4
barang terima kusutpacking rapi,4
respon admin buruk sprti ulas yg akan chat dg robot sdh note jual mnta packing aman dtg penyokexp minimal sprti review yg okt eh sengaja kirim experience juli deskripsi mmg juliketawalah skrg admin pt bayer nnti dtg menangisss,0
